placename,sentence,model
Carraigeacha an,Freastalaíonn muid ar na Carraigeacha an Samhradh seo caite.,claude-3-haiku-20240307
Tua Lúradán,Gníomhaíonn na hionadaithe áitiúla i dTua Lúradán chun an timpeallacht a chosaint.,claude-3-haiku-20240307
Abhainn Tuairín Uí,Bíonn an chlub óige ag cruinniú in Abhainn Tuairín Uí gach Aoine.,claude-3-haiku-20240307
An Tuairín Garbh,Bíonn an chlann ag spaisteoireacht in An Tuairín Garbh le linn na laethanta saoire.,claude-3-haiku-20240307
Chuanna,Rachaidh muid chun cuairte ar Chhuanna le linn an tsamhraidh.,claude-3-haiku-20240307
Trá an Tobair,Tógadh óstán nua ar Thrá an Tobair le déanaí.,claude-3-haiku-20240307
An Tuairín Mín,Bíonn feirmeoirí ag díol a gcuid táirgí ar mhargadh sa Tuairín Mín gach Satharn.,claude-3-haiku-20240307
An Trá Bháin,Bíonn an trá ag An Trá Bháin lán le daoine i rith an tsamhraidh.,claude-3-haiku-20240307
An Trá Mhóir,Rachaidh mé ag snámh ar An Trá Mhóir sa samhradh.,claude-3-haiku-20240307
Gob na Trá Báine,Tá feirmeoireacht dhomhain ag dul ar aghaidh i nGob na Trá Báine.,claude-3-haiku-20240307
Trá na Reilige,Déanfaidh muid picnic ar Trá na Reilige amárach.,claude-3-haiku-20240307
Trá Ghleann na Móna,Beidh rásaí capaill á n-eagrú ar Thrá Ghleann na Móna an samhradh seo.,claude-3-haiku-20240307
Trá Cnoc Carrach,Tugann na turasóirí cuairt ar Thrá Cnoc Carrach chun an radharc ildaite a fheiceáil.,claude-3-haiku-20240307
Gob na Cora,Ceannaíonn daoine bia áitiúil ó mhargadh na gceantar i nGob na Cora.,claude-3-haiku-20240307
Trá Sheanadh Mhóinín,Caitheann go leor turasóirí laethanta saoire ar Thrá Sheanadh Mhóinín.,claude-3-haiku-20240307
Trá Sheisiúin,Caitheann daoine go leor ama ag siúl ar Thrá Sheisiúin le linn an tsamhraidh.,claude-3-haiku-20240307
Trá Leitreach,Bíonn daoine ag rámhaíocht ar Thrá Leitreach le linn an tsamhraidh.,claude-3-haiku-20240307
An Trá Mhóir,Bíonn an trá ag An Trá Mhóir lán de dhaoine sa samhradh.,claude-3-haiku-20240307
An Trá Mhór,Rachaimid ag siúl ar An Trá Mhór leis an teaghlach amárach.,claude-3-haiku-20240307
Trá na Carraige Léithe,Bíonn daoine ag suáileacht ar Thrá na Carraige Léithe le linn an tsamhraidh.,claude-3-haiku-20240307
Trá Mhaindlín,Bíonn sluaite daoine ag spaisteoireacht ar Thrá Mhaindlín gach samhradh.,claude-3-haiku-20240307
Trá Bharr an Doire,Téann cuid mhór turasóirí chun snámha ar Trá Bharr an Doire i rith an tsamhraidh.,claude-3-haiku-20240307
Trá na hAbhann,Rachaidh muid ar thuras báite go Trá na hAbhann an samhradh seo.,claude-3-haiku-20240307
Trácht Each,Bíonn rásaí capall ar siúl go rialta i dTrácht Each.,claude-3-haiku-20240307
Oileán an Chrainn,Tá Oileán an Chrainn aitheanta as a gháirdíní álainn.,claude-3-haiku-20240307
Oileán na mBreac,Tógtar tithe nua i Oileán na mBreac i gcónaí.,claude-3-haiku-20240307
An Trosca Mór,Caitheann cuid mhór daoine a laethanta saoire in An Trosca Mór gach samhradh.,claude-3-haiku-20240307
Troscaigh,Cónaíonn daoine aonaracha ar Throscaigh i rith an gheimhridh.,claude-3-haiku-20240307
An Tulaigh Mhór,Rachaidh mé go dtí An Tulaigh Mhór amárach chun siúl ar na cosáin áille.,claude-3-haiku-20240307
Tulaigh na nUan,Cuirtear ceardlanna cruthaitheacha ar siúl i dTulaigh na nUan gach bliain.,claude-3-haiku-20240307
Tulach na Móna,Gabhann trácht mór tríd Tulach na Móna gach lá.,claude-3-haiku-20240307
Loch Thulach an Róin,Bíonn iarracht ar leith ag muintir Loch Thulach an Róin chun a n-oidhreacht teanga a chosaint.,claude-3-haiku-20240307
Tulach na hIrmisne,Beidh an t-aonach bliantúil ar siúl i dTulach na hIrmisne an samhradh seo.,claude-3-haiku-20240307
Hill,Caitheann cuid mhór daoine a laethanta saoire sa Chnoc seo.,claude-3-haiku-20240307
Loch Thulaigh na,Tá sé álainn ag Loch Thulaigh na i rith an tsamhraidh.,claude-3-haiku-20240307
Tulach an Leathair,Bíonn díolacháin ar siúl ag margadh Tulach an Leathair gach Satharn.,claude-3-haiku-20240307
Loch Beag Thulaigh na,Bíonn na turasóirí ag siúl timpeall Loch Beag Thulaigh na gach samhradh.,claude-3-haiku-20240307
Loch na Tulaí Buí,Téimid chuig Loch na Tulaí Buí le haghaidh siúlóide gach deireadh seachtaine.,claude-3-haiku-20240307
Theas,Taithneoidh linn rud éigin a dhéanamh Theas.,claude-3-haiku-20240307
Loch Thulaigh na,Bíonn turasóirí ag tabhairt cuairte ar Loch Thulaigh na go rialta.,claude-3-haiku-20240307
nUan,Cuirtear tráchtaireacht ar na hainmhithe i nUan gach lá.,claude-3-haiku-20240307
Tulaigh an Tí,Beidh féile thraidisiúnta ar siúl i dTulaigh an Tí an Samhradh seo chugainn.,claude-3-haiku-20240307
An Tulaigh Mhór,Rachaidh mé ag siúl thart ar An Tulaigh Mhór ar an Domhnach.,claude-3-haiku-20240307
Loch na Tulaí,Gabhann daoine go Loch na Tulaí chun sosa a bhaint as an aimsir te.,claude-3-haiku-20240307
Droichead na Tulaí Buí,Déanann daoine picnicí i nDroichead na Tulaí Buí le linn an tsamhraidh.,claude-3-haiku-20240307
An Duirling,Cuireann muintir An Duirling fáilte roimh chuairteoirí i gcónaí.,claude-3-haiku-20240307
Tulaigh na Sióg,Tá sé ag tnúth le gach duine dul chuig Tulaigh na Sióg don féile.,claude-3-haiku-20240307
mBan,Beidh ceolchoirm mhór ag Loch na mBan an tseachtain seo chugainn.,claude-3-haiku-20240307
An Duirling Bhán,Taistealaíonn siad go minic go hAn Duirling Bhán ag am an tsamhraidh.,claude-3-haiku-20240307
An Turlach Mór,Bíonn turais éagsúla eagraithe go hAn Turlach Mór ag cuairteoirí.,claude-3-haiku-20240307
An Duirling Bhán,Gheobhaidh tú cead chun teach a thógáil ar An Duirling Bhán.,claude-3-haiku-20240307
Gob an Turlaigh,Tá gníomhaíochtaí óige ar siúl i nGob an Turlaigh gach deireadh seachtaine.,claude-3-haiku-20240307
Loch Ogúla,Tá sé ar intinn ag muintir Loch Ogúla taispeántas ealaíne a reáchtáil an samhradh seo.,claude-3-haiku-20240307
Claí an Dá Mhíle,Bíonn go leor turais oidhreachta á n-eagrú i gClaí an Dá Mhíle gach samhradh.,claude-3-haiku-20240307
Oileán an Bhreatnaigh,Cuireann lucht na háite ceiliúradh mór ar siúl ar Oileán an Bhreatnaigh gach bliain.,claude-3-haiku-20240307
Abhainn Eochalla,Bíonn go leor daoine ag snámh in Abhainn Eochalla le linn an tsamhraidh.,claude-3-haiku-20240307
Oileán an,Caithfear turais iascaireachta a eagrú go hOileán an Mhadra an samhradh seo.,claude-3-haiku-20240307
Carraig na Ginge,Tá na turasóirí ag dul go minic go Carraig na Ginge chun an radharc iontach a fheiceáil.,claude-3-haiku-20240307
Bhearshúiligh,Déanann siad staidéar ar na hainmhithe i mBhearshúiligh.,claude-3-haiku-20240307
Na hOllainneacha,Bíonn an linn snámha in Na hOllainneacha thar a bheith gnóthach i rith an tsamhraidh.,claude-3-haiku-20240307
Cruithneachta,Beidh comórtas díolacháin ag Cruithneachta an mhí seo chugainn.,claude-3-haiku-20240307
Na Foiriúin,Bíonn ceolchoirmeacha traidisiúnta ar siúl in Na Foiriúin go rialta.,claude-3-haiku-20240307
Oileán na Stile,Eagraíonn an pobal imeachtaí traidisiúnta ar Oileán na Stile gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
An Pointe Fiáin,Tá daoine ag rith agus ag rothaíocht ar An Pointe Fiáin ar feadh an lae.,claude-3-haiku-20240307
Tobar na Seacht nIníon,Tugtar cuairt ar Thobar na Seacht nIníon ar an Domhnach Cásca gach bliain.,claude-3-haiku-20240307
Carraig na,Caitheann muintir Charraig na Ré a gcuid saoire ar an trá gach samhradh.,claude-3-haiku-20240307
Oileán an Ghabhair,Bíonn cluichí traidisiúnta ar siúl in Oileán an Ghabhair gach bliain.,claude-3-haiku-20240307
Daughters,Ceapfar ceannaire nua d'Daughters an mhí seo chugainn.,claude-3-haiku-20240307
Carraig an Róin Bháin,Dírítear aird na gcuairteoirí ar Charraig an Róin Bháin mar gheall ar a háilleacht.,claude-3-haiku-20240307
An Charraig Bhán,Beidh ceolchoirm ag an gclub áitiúil i gCaisleán Aircín an deireadh seachtaine seo.,claude-3-haiku-20240307
An tOileán Bán,Rachaidh mé go dtí An tOileán Bán chun an dúlra a fheiceáil.,claude-3-haiku-20240307
An Trá Bhán,Bíonn an trá i dTrá Bhán an-ghnóthach le linn na samhna.,claude-3-haiku-20240307
Oileán an Ghabhair,Rachaidh muid go Oileán an Ghabhair chun rince traidisiúnta a fhoghlaim.,claude-3-haiku-20240307
Ghil,Cailleann na turasóirí a slí amach in Ghil go minic.,claude-3-haiku-20240307
An tOileán Mór,Tá oifigí an rialtais lonnaithe in An tOileán Mór.,claude-3-haiku-20240307
Oileán an Adhmaid,Beidh ceol traidisiúnta le cloisteáil ar Oileán an Adhmaid ag an bhféile.,claude-3-haiku-20240307
Carraigeacha Liam,Tugann roinnt turasóirí cuairt ar Charraigecaha Liam i rith na bliana.,claude-3-haiku-20240307
Oileán na Coille,Tá sé thar a bheith álainn in Oileán na Coille le linn an tsamhraidh.,claude-3-haiku-20240307
Ghil Thuaidh,Beidh craobhchomórtas ceoil ag tarlú i nGhil Thuaidh an mhí seo chugainn.,claude-3-haiku-20240307
Loch na Coille,Feicfear go leor turasóirí ag spaisteoireacht timpeall Loch na Coille an samhradh seo.,claude-3-haiku-20240307
Poll na bPéist,Bíonn daltaí ó scoileanna áitiúla ag tabhairt cuairte ar Poll na bPéist go rialta.,claude-3-haiku-20240307
An Leac Bhuí,Caitheann daoine a saoire samhraidh ag campáil in An Leac Bhuí.,claude-3-haiku-20240307
An Charraig Bhuí,Caithfidh mé mo laethanta saoire a chaitheamh in An Charraig Bhuí an samhradh seo.,claude-3-haiku-20240307
An Charraig Bhuí,Bíonn turais treoraithe á n-eagrú ar An Charraig Bhuí ag na scoileanna áitiúla.,claude-3-haiku-20240307
Droichead Acla,Bíonn tithe lóistín á gcur ar fáil do thurasóirí ar Dhroichead Acla gach séasúr samhraidh.,claude-3-haiku-20240307
Na Carraigeacha Buí,Tugann turasóirí cuairt ar Na Carraigeacha Buí gach samhradh.,claude-3-haiku-20240307
Allt an Phíobaire,Ceiliúrann muintir Allt an Phíobaire féile traidisiúnta gach Lá Fhéile Bríde.,claude-3-haiku-20240307
An tAllt Ard,Tá an bonn spóirt nua á thógáil in An tAllt Ard faoi láthair.,claude-3-haiku-20240307
Mainistir Acla,Bíonn imeachtaí spóirt ag tarlú i Mainistir Acla gach samhradh.,claude-3-haiku-20240307
Allt an tSneachta,Tá gníomhaíochtaí spóirt ar siúl ar Allt an tSneachta i rith an tsamhraidh.,claude-3-haiku-20240307
Allt Charraig na,Déanann mic léinn cúrsa samhraidh staidéar ar stair agus cultúr Allt Charraig na gCraobh.,claude-3-haiku-20240307
An tAllt Dubh,Beidh an chéad chruinniú den choiste pleanála ar siúl in An tAllt Dubh an tseachtain seo.,claude-3-haiku-20240307
An tAllt Mór,Bíonn na turasóirí ag siúl trí An tAllt Mór le linn na samhraí.,claude-3-haiku-20240307
Allt na Slat,Tá siad ag tabhairt cuairt ar Allt na Slat chun an dúlra a fheiceáil.,claude-3-haiku-20240307
An tAllt Dearg,Tá an tAllt Dearg an-álainn le bheith ann i rith na bliana.,claude-3-haiku-20240307
gCabhóg,Déanfaimid turais chuairt ar gCabhóg i rith an tsamhraidh.,claude-3-haiku-20240307
Allt na bPéiste,Bíonn an pobal ag rith rásaí capaill in Allt na bPéiste gach samhradh.,claude-3-haiku-20240307
An Leic Mhór,Tá ealaíontóirí áitiúla ag taispeáint a gcuid oibre in An Leic Mhór i rith na bliana.,claude-3-haiku-20240307
Ceann an Eanaigh,Tá cónaí ar chuid mhaith turasóirí i dTeach Aingil i gCeann an Eanaigh le linn an tsamhraidh.,claude-3-haiku-20240307
Oileán an Eanaigh,Baineann lucht an cheantair taitneamh as Oileán an Eanaigh le linn an tsamhraidh.,claude-3-haiku-20240307
Chrois  Thoir,Rachaidh muid ag spaisteoireacht timpeall Chrois Thoir ag an deireadh seachtaine.,claude-3-haiku-20240307
An Aird,Tá sé le bheith i measc daoine i gCaisleán an Aird i rith an tsamhraidh.,claude-3-haiku-20240307
Ard na nGabhar,Bíonn daoine ag spaisteoireacht i bpaircí álainn Ard na nGabhar gach deireadh seachtaine.,claude-3-haiku-20240307
Barr Eanaigh,Tógfar ionad spóirt nua i mBarr Eanaigh an bhliain seo chugainn.,claude-3-haiku-20240307
Aird Oilí,Tá minicíocht na mbád ag Aird Oilí ag méadú le blianta beaga anuas.,claude-3-haiku-20240307
Ard na Móna,Imíonn tú go minic ag siúl in Ard na Móna.,claude-3-haiku-20240307
Gob na hAirde Móire,Gabhfaidh mé go Gob na hAirde Móire ar cuairt.,claude-3-haiku-20240307
Loch na hAirde Móire,Tá an fhoireann ag traenáil ar Loch na hAirde Móire le tamall anuas.,claude-3-haiku-20240307
An Aisléim,Beidh taispeántas ealaíne á reáchtáil in An Aisléim an samhradh seo.,claude-3-haiku-20240307
gCapall,Tugann daoine saoire aoibhinn ar Ghapall gach samhradh.,claude-3-haiku-20240307
Trá Bhearna na,Téann daoine go minic go Trá Bhearna na le haghaidh scíthe agus siúlóidí.,claude-3-haiku-20240307
Baile na Páirce,Bíonn imeachtaí cultúrtha ar siúl i mBaile na Páirce gach bliain.,claude-3-haiku-20240307
Barr an Dígín,Bíonn dathanna bríomhara le feiceáil ag Barr an Dígín san fhómhar.,claude-3-haiku-20240307
An tEasán Dubh,Caitheann cuid mhór daoine a laethanta saoire in An tEasán Dubh.,claude-3-haiku-20240307
Cuan Bhéal Deirg,Tá an grúpa áitiúil ag pleanáil imeachtaí cultúrtha a reáchtáil i gCuan Bhéal Deirg an samhradh seo.,claude-3-haiku-20240307
Leachta an Chnoic,Glacaimid páirt i gcluichí traidisiúnta ar Leachta an Chnoic gach Lá Fhéile Pádraig.,claude-3-haiku-20240307
Béal Conga,Déanann daoine cartaí agus rogha earraí láimhe i mBéal Conga.,claude-3-haiku-20240307
Deirg Mór,Cuireann Deirg Mór fáilte roimh chuairteoirí ó gach cearn den tír.,claude-3-haiku-20240307
Abhainn Bhéal Deirg,Eagraíonn pobal Abhainn Bhéal Deirg féile bhliantúil le haghaidh an tsamhraidh.,claude-3-haiku-20240307
An Chrois,Buaileann na turasóirí cuairt ar An Chrois chun an seanchas áitiúil a chloisteáil.,claude-3-haiku-20240307
Feirste,Mairfidh Oireachtas na Gaeilge i bhFeirste an mí seo chugainn.,claude-3-haiku-20240307
Droichead Bhéal,Tá margadh feirmeoireachta ar siúl i Droichead Bhéal gach Satharn.,claude-3-haiku-20240307
Abhainn Bhéal Feirste,Téann daoine go minic go dtí Abhainn Bhéal Feirste chun slaghdáin a bhaint.,claude-3-haiku-20240307
Droichead Bhéal an,Bíonn an-trácht ar Dhroichead Bhéal an gach deireadh seachtaine.,claude-3-haiku-20240307
Trá Bhéal Doire,Cuireann na turasóirí go leor airgid isteach i Trá Bhéal Doire le linn na Samhradh.,claude-3-haiku-20240307
Átha Buí,Bíonn turas loinge ar siúl go hÁtha Buí gach lá leis na cuairteoirí.,claude-3-haiku-20240307
Béal an Ghunna Mhóir,Beidh imeachtaí spóirt ar siúl i mBéal an Ghunna Mhóir an samhradh seo.,claude-3-haiku-20240307
Béal an Chreachaire,Tá roinnt siopaí breátha i mBéal an Chreachaire a thaitníonn go mór le turasóirí.,claude-3-haiku-20240307
Béal an tSnámha,Rachaidh mé ag snámh i mBéal an tSnámha ar an gCéadaoin.,claude-3-haiku-20240307
An Bhinn Bheag,Tá an sráidbhaile beag in An Bhinn Bheag an-álainn.,claude-3-haiku-20240307
Béal an Mhuirthead,Cuireann na turasóirí taitneamh as an oidhreacht chultúrtha i mBéal an Mhuirthead.,claude-3-haiku-20240307
Béal na gCliath,Ceiliúrtar féilte traidisiúnta Gaeilge i mBéal na gCliath gach bliain.,claude-3-haiku-20240307
Béal na Glaise,Bíonn daoine ag spaisteoireacht tríd Bhéal na Glaise le linn an tsamhraidh.,claude-3-haiku-20240307
An Bhinn Dearg,Rachaidh mé go dtí An Bhinn Dearg an samhradh seo chugainn.,claude-3-haiku-20240307
Binn Bhuí Ghaobhráin,Gabhann turais ealaíne go Binn Bhuí Ghaobhráin i rith an tsamhraidh.,claude-3-haiku-20240307
Point,Bíonn an foireann peile ag traenáil i bPoint gach maidin.,claude-3-haiku-20240307
An Bhinn Mhór,Beidh taispeántas ealaíne á reáchtáil in An Bhinn Mhór an mhí seo chugainn.,claude-3-haiku-20240307
An Bhinn Bhuí,Tá roinnt radhairc iontacha ag Baile na Binn Bhuí.,claude-3-haiku-20240307
Caisleán Bingham,Beidh ceolchoirm speisialta ar siúl i gCaisleán Bingham an tseachtain seo.,claude-3-haiku-20240307
Teach Bingham,Déanann siad turais chábla go Teach Bingham gach Satharn.,claude-3-haiku-20240307
An Carraigín Dubh,Cuireadh tús le tógáil ionad cultúrtha nua in An Carraigín Dubh le déanaí.,claude-3-haiku-20240307
Cé an Fhóid Duibh,Eagraíonn muintir Chéimníonn an pobal áitiúil féilte traidisiúnta a reáchtáil i gCé an Fhóid Duibh gach Samhradh.,claude-3-haiku-20240307
An Biorán Bán,Imíonn na turasóirí go minic go dtí An Biorán Bán chun dul ag siopadóireacht.,claude-3-haiku-20240307
An Loch Dubh,Caithfidh siad tréimhse sa teach i measc na sceach ar Loch an Dubh.,claude-3-haiku-20240307
An Geata Mór,Tá an Geata Mór oscailte le haghaidh an ócáid speisialta anocht.,claude-3-haiku-20240307
Gob an Fhóid Duibh,Rachaidh mé go Gob an Fhóid Duibh ar thaisteal.,claude-3-haiku-20240307
Bléinte Ghairbhín,Déanann muintir Bléinte Ghairbhín ceardaíocht thraidisiúnta le fada an lá.,claude-3-haiku-20240307
Na hOileáin Dhubha,Ní mór dúinn sárú ar na hOileáin Dhubha leis an mbád rásaíochta.,claude-3-haiku-20240307
An Cuan Caoch,Caithfidh na siopadóirí a n-earraí a cheannach i gCuan Caoch gach Satharn.,claude-3-haiku-20240307
An Bhúirfeach,Tá daoine ag rith timpeall na hArbhaire i gCaisleán Aircín gach maidin.,claude-3-haiku-20240307
Bléan na hUaiche,Tabharfar cuairt ar Bhléan na hUaiche le linn na féile.,claude-3-haiku-20240307
Buaile Chlochach,Tá gníomhaíochtaí áitiúla ar siúl i mBuaile Chlochach gach deireadh seachtaine.,claude-3-haiku-20240307
Sruthán Bhuaile an,Caitheann na turasóirí lá iontach ag Sruthán Bhuaile an i rith an tsamhraidh.,claude-3-haiku-20240307
Ghleanna,Chuaigh mé le mo chairde go Ghleanna le déanaí chun an chathair a fhiosrú.,claude-3-haiku-20240307
Poll na Smaol,Tá muid ag dul go Poll na Smaol don bhuaicphicnic.,claude-3-haiku-20240307
Íochtarach,Bíonn ceolchoirmeacha traidisiúnta ar siúl san Íochtarach i rith an tsamhraidh.,claude-3-haiku-20240307
An Chailleach,Tagann na turasóirí go minic go dtí An Chailleach le haghaidh na dea-shampla atá le feiceáil ann.,claude-3-haiku-20240307
Bréanascaill,Tá an baile beag i mBréanascaill fíor-álainn.,claude-3-haiku-20240307
Cuan an Inbhir,Tá cuid mhaith eachtraí spóirt ar siúl i gCuan an Inbhir gach samhradh.,claude-3-haiku-20240307
Churraigh,Bíonn ceol traidisiúnta á sheinm ag Churraigh le linn na mórfhéilte.,claude-3-haiku-20240307
Béal an Bhulláin,Baineann turaistithe an-taitneamh as an tírdhreach álainn i mBéal an Bhulláin.,claude-3-haiku-20240307
An Ascaill,Cuireadh feabhas mór ar an tslí rochtana chuig An Ascaill le déanaí.,claude-3-haiku-20240307
Cuan Bhun an,Beidh oireachtas cultúrtha ar siúl i gCuan Bhun an an mhí seo chugainn.,claude-3-haiku-20240307
Abhainn Thaobh,Bíonn sé ag iascaireacht in Abhainn Thaobh gach lá.,claude-3-haiku-20240307
nAeú,Déanfar feirmeoireacht in nAeú sa todhchaí.,claude-3-haiku-20240307
Bun an tSrutháin,Tá an pobail ag ceiliúradh lá fhéile Bun an tSrutháin an deireadh seachtaine seo.,claude-3-haiku-20240307
Bun Gora,Déanann na daoine in Bun Gora fáilte mhór roimh gach cuairteoir.,claude-3-haiku-20240307
Abhainn Bhun na,Rachaidh muid go hAbhainn Bhun na le haghaidh an tógáil an samhradh seo.,claude-3-haiku-20240307
Bun Phléisteoige,Rachaidh muid go Bun Phléisteoige don tseachtain saoire.,claude-3-haiku-20240307
Bun na Faiche,Rachaidh mé go Bun na Faiche chun cuairt a thabhairt ar mo chara.,claude-3-haiku-20240307
Bun na hAbhna,Tá daoine ag dul go Bun na hAbhna ar saoire gach samhradh.,claude-3-haiku-20240307
